video_url,time_added
https://www.youtube.com/watch?v=PUarWyIUK8g,2021-05-29 04:52:16 UTC
https://www.youtube.com/watch?v=4Lpxdw13nhw,2021-05-18 18:53:25 UTC
https://www.youtube.com/watch?v=mBw31Nsn5Ak,2021-05-17 14:10:54 UTC
https://www.youtube.com/watch?v=fUD_nPudU8I,2021-05-07 07:25:28 UTC
https://www.youtube.com/watch?v=AP9WADWQx6o,2021-05-07 07:24:58 UTC
https://www.youtube.com/watch?v=WKu7rq3vCGM,2021-05-06 06:49:12 UTC
https://www.youtube.com/watch?v=XVGHRGsX0VY,2021-05-06 00:29:34 UTC
https://www.youtube.com/watch?v=eyPlXdmHgis,2021-05-06 00:11:04 UTC
https://www.youtube.com/watch?v=nJ2R2EQ_b-8,2021-05-06 00:03:40 UTC
https://www.youtube.com/watch?v=7DR6u0l8Rfw,2021-04-30 16:50:38 UTC
https://www.youtube.com/watch?v=vxhM19K0puU,2021-04-28 16:24:59 UTC
https://www.youtube.com/watch?v=ddrbQoj5eCw,2021-04-16 16:00:13 UTC
https://www.youtube.com/watch?v=7vCAwTAcook,2021-04-06 20:45:45 UTC
https://www.youtube.com/watch?v=u1uWW_p5xjE,2021-04-06 18:38:25 UTC
https://www.youtube.com/watch?v=biJaDGO7BZI,2021-04-06 00:15:05 UTC
https://www.youtube.com/watch?v=XyN4LIVBEcY,2021-04-04 11:31:37 UTC
https://www.youtube.com/watch?v=nrtA8WHFG9c,2021-04-04 11:27:53 UTC
https://www.youtube.com/watch?v=SEKlQpcM-_k,2021-03-31 14:26:29 UTC
https://www.youtube.com/watch?v=IU4YfvB8noY,2021-03-29 06:22:20 UTC
https://www.youtube.com/watch?v=gzpklAf89Js,2021-03-28 21:47:41 UTC
